species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Burkholderia cenocepacia	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0.0532602906490147	14	0	0	0.00377886105127914	2	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00228948211914465	1	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0.00446229361892013	1
Burkholderia cepacia	0	0	0	0	0.00292508848392664	1	0	0	0.00106262020891113	1	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.0169952413324269	9	0	0	0.0160263748340125	7	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
Burkholderia concitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia diffusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0	0	0	0	0.0137368927148679	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia fortuita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia gladioli	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00755772210255829	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137368927148679	6	0	0	0.00280324054607126	1	0	0	0	0	0	0	0.00420486081910689	1	0.00377786173026067	2	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Burkholderia glebae	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia glumae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia hypogeia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00509917903217582	3	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Burkholderia lata	0	0	0	0	0.00585017696785328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia multivorans	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0	0	0.0167364016736402	1	0.0101163378856854	1	0	0	0.0393197680133687	4	0	0	0	0	0.0091579284765786	4	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972163712369163	6	0	0
Burkholderia oklahomensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775755068266446	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia pedi	0.00968054211035818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0.0060313630880579	1	0	0	0.00324054570789721	2	0	0
Burkholderia peredens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia plantarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia pseudomallei	0	0	0	0	0.00585017696785328	2	0	0	0	0	0.00792267469497703	1	0.0266301453245073	7	0.0325115144947169	6	0.00377886105127914	2	0.00775755068266446	3	0	0	0	0	0	0	0.00755772210255829	2	0	0	0.0188836014804744	10	0	0	0.0160263748340125	7	0.0029375477351507	1	0.00840972163821378	3	0	0	0.00749484729248642	2	0.00339945268811721	2	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Burkholderia pseudomultivorans	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia ptereochthonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia pyrrocinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia sp.	0.00484027105517909	1	0.0141213019840429	4	0	0	0.00668717400026749	3	0.0031878606267334	3	0.0158453493899541	2	0.0342387582743666	9	0.0270929287455974	5	0.013226013679477	7	0.028444352503103	11	0.0353731871241599	7	0.0167364016736402	1	0.0606980273141123	6	0	0	0	0	0.0321021225168064	17	0.00517330574236937	2	0.0320527496680251	14	0	0	0.011212962184285	4	0	0	0.00374742364624321	1	0.00169972634405861	1	0	0	0.00188893086513034	1	0.00520751965838671	2	0	0	0	0	0.0060313630880579	1	0.00478514690400995	1	0.0129621828315888	8	0.0178491744756805	4
Burkholderia stagnalis	0	0	0	0	0	0	0.0111452900004458	5	0.015939303133667	15	0	0	0.00760861294985924	2	0	0	0.00188943052563957	1	0	0	0.00505331244630856	1	0	0	0	0	0.00377886105127914	1	0	0	0.00377672029609487	2	0	0	0.0114474105957232	5	0	0	0.00560648109214252	2	0	0	0.0112422709387296	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia temeraria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia territorii	0	0	0	0	0.00292508848392664	1	0.00668717400026749	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.0137368927148679	6	0	0	0	0	0	0	0	0	0	0	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia thailandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Burkholderia turbans	0	0	0	0	0	0	0	0	0	0	0	0	0.0152172258997185	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Burkholderia ubonensis	0	0	0	0	0.00292508848392664	1	0	0	0	0	0.00792267469497703	1	0	0	0	0	0.00566829157691872	3	0.0413736036408771	16	0.0202132497852342	4	0.0167364016736402	1	0.0202326757713708	2	0	0	0	0	0.00377672029609487	2	0	0	0.0045789642382893	2	0	0	0.00840972163821378	3	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00972163712369163	6	0.00446229361892013	1
Burkholderia vietnamiensis	0	0	0	0	0.00585017696785328	2	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Burkholderiaceae	0.00968054211035818	2	0.0706065099202146	20	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00755772210255829	4	0	0	0.0202132497852342	4	0.0334728033472803	2	0.0101163378856854	1	0	0	0	0	0.00188836014804744	1	0	0	0.0160263748340125	7	0	0	0.011212962184285	4	0	0	0	0	0.00509917903217582	3	0.00420486081910689	1	0	0	0.00520751965838671	2	0	0	0.0411184210526316	2	0	0	0	0	0.00486081856184582	3	0.0133868808567604	3
Burkholderiaceae bacterium	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00188893086513034	1	0.00520751965838671	2	0	0	0	0	0	0	0.0143554407120299	3	0.0016202728539486	1	0	0
Burkholderiales	0	0	0	0	0	0	0.0200615220008025	9	0	0	0.0158453493899541	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0.00566508044414231	3	0	0	0.0206053390723018	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0.0765623504641593	16	0.00324054570789721	2	0	0
Burkholderiales Genera	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales bacterium	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0.0228258388495777	6	0.0270929287455974	5	0.00944715262819786	5	0.0181009515928837	7	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0.013696753869333	1	0.00374742364624321	1	0.00849863172029303	5	0.00420486081910689	1	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Buttiauxella agrestis	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buttiauxella brennerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buttiauxella ferragutiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus desmolans	0	0	0	0	0	0	0.00222905800008916	1	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.0132185210363321	7	0	0	0	0	0	0	0.011212962184285	4	0	0	0	0	0.00339945268811721	2	0.00420486081910689	1	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Butyricicoccus sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0.00849863172029303	5	0.00840972163821378	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0.0151068811843795	8	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Butyricimonas sp.	0.00484027105517909	1	0	0	0.00292508848392664	1	0.02674869600107	12	0	0	0.00792267469497703	1	0.00380430647492962	1	0	0	0	0	0.00775755068266446	3	0.00505331244630856	1	0	0	0	0	0	0	0.0589796520200531	6	0.00944180074023718	5	0.00258665287118469	1	0	0	0	0	0	0	0	0	0.0112422709387296	3	0	0	0	0	0.00755572346052135	4	0.0130187991459668	5	0.0051062091503268	1	0	0	0	0	0	0	0.00486081856184582	3	0.00446229361892013	1
Butyricimonas synergistica	0	0	0	0	0	0	0	0	0.00212524041782227	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00517330574236937	2	0.0045789642382893	2	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0.00566679259539101	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas virosa	0	0	0	0	0	0	0.0111452900004458	5	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.0103434009102193	4	0.0101066248926171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0.0168194432764276	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0.00446229361892013	1
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0.0114129194247889	3	0	0	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.0336160529582127	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio fibrisolvens	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0.0570645971239443	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0.00420486081910689	1	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio proteoclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0.0117501909406028	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio sp.	0	0	0	0	0.00877526545177992	3	0	0	0.00106262020891113	1	0	0	0	0	0.0379301002438364	7	0	0	0.0387877534133223	15	0.0252665622315428	5	0	0	0	0	0	0	0.00982994200334218	1	0.0113301608882846	6	0.00258665287118469	1	0.00686844635743395	3	0	0	0	0	0	0	0.0224845418774592	6	0.0169972634405861	10	0.0126145824573207	3	0.00566679259539101	3	0.0130187991459668	5	0	0	0	0	0	0	0	0	0.00810136426974303	5	0	0
Caballeronia choica	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Caballeronia cordobensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Caballeronia glathei	0	0	0	0	0	0	0	0	0	0	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia grimmiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia humi	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia megalochromosomata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia mineralivorans	0.00484027105517909	1	0.0600155334321824	17	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.00258585022755482	1	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.00892458723784025	2
Caballeronia sordidicola	0	0	0	0	0.00585017696785328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.00377672029609487	2	0	0	0.0045789642382893	2	0.00587509547030139	2	0	0	0	0	0	0	0.0118980844084102	7	0	0	0	0	0	0	0	0	0	0	0.0180940892641737	3	0	0	0	0	0	0
Caballeronia telluris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia terrestris	0	0	0.0282426039680859	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia udeis	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caballeronia zhejiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112422709387296	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caedibacter varicaedens	0	0	0.00706065099202146	2	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0.0393197680133687	4	0.00377672029609487	2	0.00258665287118469	1	0.00686844635743395	3	0.0029375477351507	1	0.00280324054607126	1	0	0	0	0	0.00509917903217582	3	0.00420486081910689	1	0	0	0	0	0.0051062091503268	1	0	0	0	0	0.0239257345200498	5	0.00324054570789721	2	0	0
Caenibacillus caldisaponilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202132497852342	4	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0.011212962184285	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.00324054570789721	2	0	0
Caenimonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0.00446229361892013	1
Caenispirillum salinarum	0.00968054211035818	2	0.00353032549601073	1	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00755772210255829	4	0.0232726520479934	9	0.0151599373389257	3	0	0	0.0101163378856854	1	0	0	0.0196598840066844	2	0.00188836014804744	1	0	0	0	0	0	0	0.0224259243685701	8	0	0	0.00374742364624321	1	0.00339945268811721	2	0	0	0.0132225160559124	7	0.00520751965838671	2	0.0102124183006536	2	0.0205592105263158	1	0.0120627261761158	2	0.00478514690400995	1	0.00324054570789721	2	0.00892458723784025	2
Caldalkalibacillus thermarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151599373389257	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0.011212962184285	4	0	0	0	0	0.00509917903217582	3	0.00420486081910689	1	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.00446229361892013	1
Caldanaerobacter subterraneus	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0.129346420147607	34	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.0132185210363321	7	0	0	0.0045789642382893	2	0	0	0.00280324054607126	1	0	0	0	0	0	0	0.00420486081910689	1	0.00188893086513034	1	0.0104150393167734	4	0	0	0	0	0	0	0	0	0.0243040928092291	15	0	0
Caldanaerobius fijiensis	0	0	0	0	0	0	0.00222905800008916	1	0	0	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0.011212962184285	4	0	0	0	0	0.00339945268811721	2	0.00840972163821378	2	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Caldanaerobius polysaccharolyticus	0	0	0	0	0.00292508848392664	1	0.0222905800008916	10	0	0	0	0	0	0	0	0	0	0	0.0258585022755482	10	0.00505331244630856	1	0	0	0.0202326757713708	2	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.011333585190782	6	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Caldanaerovirga acetigignens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566829157691872	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0.0051062091503268	1	0.0205592105263158	1	0	0	0	0	0	0	0	0
Calderihabitans maritimus	0.00968054211035818	2	0	0	0	0	0	0	0	0	0	0	0.0114129194247889	3	0.010837171498239	2	0.00566829157691872	3	0	0	0.0101066248926171	2	0.0334728033472803	2	0	0	0.00377886105127914	1	0.0196598840066844	2	0.0358788428129013	19	0.0129332643559234	5	0.0114474105957232	5	0.0029375477351507	1	0.0981134191124941	35	0	0	0	0	0	0	0.0546631906483895	13	0.00377786173026067	2	0.0234338384627402	9	0.0153186274509804	3	0.0411184210526316	2	0.0241254523522316	4	0	0	0.00810136426974303	5	0.0223114680946006	5
Caldibacillus debilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00517330574236937	2	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0.051062091503268	10	0	0	0	0	0	0	0.00324054570789721	2	0	0
Caldicellulosiruptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.0264450321118247	14	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Caldicellulosiruptor acetigenus	0	0	0	0	0	0	0	0	0	0	0	0	0.0114129194247889	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0	0	0	0
